FURNISHED,GOURMET_SPACE,KITCHEN,DRESS_ROOM,BALCONY,SPORTS_COURT,FOOD_COURT,RECREATION_AREA,REST_AREAS,POOL,SAFETY,VIEW,ACCESSIBILITY,WORK_AREAS,GARAGE,SUSTAINABILITY,OUTDOOR_AREAS,PET_FRIENDLY,MID_END_APARTMENT_AMENITIES,HIGH_END_APARTMENT_AMENITIES,HIGH_END_CONDO_AMENITIES,ZONE_CODE,NEIGHBORHOOD_CODE,PRICE,USABLEAREAS,TOTALAREAS,PARKINGSPACES,SUITES,BEDROOMS,ELEVATOR,SERVICE_AREA,LAUNDRY,LUNCH_ROOM,ESSENTIAL_PUBLIC_SERVICES,NEAR_HOSPITAL,NEAR_SHOPPING_CENTER,COVERAGE,YEARLY_EXPENSES,ZONE,NEIGHBORHOOD,STREET,PRICE_BIN,STREET_RELEVANCE
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,320000,56,56,0,0,1,1,0,0,0,0,0,0,0,5589,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,320000,73,73,0,0,2,1,0,0,0,0,0,0,0,7735,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,550000,55,55,0,0,1,1,0,0,0,0,0,0,0,10188,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,63,473000,105,105,0,0,3,1,0,0,0,0,0,0,0,13470,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,430000,76,76,0,0,2,0,0,0,0,0,0,0,0,6047,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,550000,60,60,1,0,1,1,1,0,0,0,0,0,0,9051,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,180000,68,68,0,0,2,0,0,0,0,0,0,0,0,1370,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,390000,42,42,0,0,1,0,0,0,0,0,0,0,0,6800,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,263000,39,39,0,0,2,0,0,0,0,0,0,0,0,3600,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,39,390000,40,40,0,0,1,1,0,0,0,0,0,0,0,7140,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,280000,34,34,1,0,1,1,0,0,0,0,0,0,0,6924,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,63,415000,50,50,0,0,2,0,0,0,0,0,0,0,0,7000,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,220000,33,33,0,0,1,1,0,0,0,0,0,0,0,3408,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,24,390000,50,50,0,0,1,0,0,0,0,0,0,0,0,7580,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,550000,46,46,0,0,1,0,0,0,0,0,0,0,0,7085,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,24,310000,35,35,1,0,1,1,0,0,0,0,0,0,0,8460,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,39,1320000,106,106,1,0,3,1,0,0,0,0,0,0,0,16972,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,3,9,630000,73,73,2,0,2,0,0,0,0,0,0,0,0,16287,Zona Oeste,Barra da Tijuca,,Bin_1,
1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,1,0,0,3,9,1195000,107,107,2,0,3,0,1,0,0,0,0,0,0,33027,Zona Oeste,Barra da Tijuca,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,750000,105,105,0,0,3,1,0,0,0,0,0,0,0,19631,Zona Sul,Flamengo,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,1100000,125,125,1,0,2,1,0,0,0,0,0,0,0,23520,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,770000,37,37,0,0,1,0,0,0,0,0,0,0,0,8945,Zona Sul,Glória,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,484000,60,60,0,0,2,1,1,0,0,0,0,0,0,7800,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,970000,90,90,1,0,2,1,0,0,0,0,0,0,0,14083,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,850000,84,84,0,0,3,1,0,0,0,0,0,0,0,12499,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,1200000,140,140,1,0,4,1,1,0,0,0,0,0,0,12170,Zona Sul,Laranjeiras,,Bin_1,
1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,39,1150000,90,90,1,0,3,1,0,0,0,0,0,0,0,8835,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,4,64,990000,54,54,1,0,1,1,0,0,0,0,0,0,0,25706,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,780000,95,95,1,0,2,0,0,0,0,0,0,0,0,8744,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,650000,45,45,0,0,1,1,0,0,0,0,0,0,0,6120,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,830000,103,103,0,0,2,1,0,0,0,0,0,0,0,11148,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,630000,66,66,2,0,2,1,0,0,0,0,0,0,0,14278,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,880000,171,171,0,0,2,1,0,0,0,0,0,0,0,15849,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,1900000,65,65,1,0,2,1,0,0,0,0,0,0,0,21311,Zona Sul,Ipanema,,Bin_1,
1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,63,590000,40,40,1,0,1,1,0,0,0,0,0,0,0,11630,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,63,1220000,130,130,1,0,3,1,0,0,0,0,0,0,0,23120,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,63,1040000,108,108,1,0,2,1,0,0,0,0,0,0,0,16621,Zona Sul,Laranjeiras,,Bin_1,
1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,4,39,1950000,151,151,2,0,3,1,0,0,0,0,0,0,0,20431,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4,53,1400000,128,128,1,0,2,1,0,0,0,0,0,0,0,19620,Zona Sul,Ipanema,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,950000,89,89,1,0,3,1,1,0,0,0,0,0,0,18225,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,4,63,800000,86,86,1,0,2,1,0,0,0,0,0,0,0,21850,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,600000,78,78,0,0,2,0,0,0,0,0,0,0,0,6593,Zona Sul,Santa Teresa,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,1900000,101,101,1,0,3,0,0,0,0,0,0,0,0,20447,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,39,840000,84,84,1,0,3,1,0,0,0,0,0,0,0,16079,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,1680000,111,111,1,0,2,1,0,0,0,0,0,0,0,26054,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,800000,90,90,1,0,2,1,0,0,0,0,0,0,0,8520,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,600000,40,40,0,0,1,1,0,0,0,0,0,0,0,9128,Zona Sul,Ipanema,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,63,550000,75,75,0,0,2,0,0,0,0,0,0,0,0,6150,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,1500000,166,166,1,0,3,0,0,0,0,0,0,0,0,27969,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,39,1030000,71,71,1,0,2,1,0,0,0,0,0,0,0,19267,Zona Sul,Flamengo,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,64,2650000,118,118,2,0,3,1,0,0,0,0,0,0,0,48155,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,47,950000,100,100,0,0,3,0,0,0,0,0,0,0,0,17622,Zona Sul,Gávea,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,499000,37,37,0,0,1,0,0,0,0,0,0,0,0,5547,Zona Sul,Flamengo,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,860000,39,39,0,0,1,1,0,0,0,0,0,0,0,9187,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,0,0,4,64,1250000,50,50,0,0,1,1,0,0,0,0,0,0,0,32581,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,750000,41,41,1,0,1,0,0,0,0,0,0,0,0,13275,Zona Sul,Ipanema,,Bin_1,
0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,4,39,1050000,52,52,1,0,2,0,0,0,0,0,0,0,0,7500,Zona Sul,Flamengo,,Bin_1,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,43,695000,112,112,0,0,2,1,0,0,0,0,0,0,0,10405,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,1290000,150,150,1,0,2,1,0,0,0,0,0,0,0,17380,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,64,1550000,87,87,0,0,1,0,0,0,0,0,0,0,0,8215,Zona Sul,Leblon,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,39,950000,78,78,1,0,2,0,0,0,0,0,0,0,0,20661,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,4,63,960000,75,75,1,0,2,1,0,0,0,0,0,0,0,18989,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,39,530000,45,45,0,0,1,1,1,0,0,0,0,0,0,5410,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,2000000,106,106,1,0,3,0,0,0,0,0,0,0,0,22353,Zona Sul,Ipanema,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,53,950000,65,65,0,0,2,1,0,0,0,0,0,0,0,18134,Zona Sul,Ipanema,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,220000,15,15,1,0,1,1,0,0,0,0,0,0,0,5400,Zona Central,Centro,,Bin_1,
0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,24,510000,45,45,1,0,1,1,0,0,0,0,0,0,0,7203,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,400000,50,50,0,0,1,1,0,0,0,0,0,0,0,4800,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,24,350000,22,22,0,0,1,1,0,0,0,0,0,0,0,4800,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,350000,22,22,0,0,1,1,0,0,0,0,0,0,0,8909,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,495000,100,100,0,0,3,0,0,0,0,0,0,0,0,11886,Zona Sul,Santa Teresa,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,150000,34,34,0,0,1,1,0,0,0,0,0,0,0,5220,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,120000,24,24,0,0,1,0,0,0,0,0,0,0,0,11403,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,400000,75,75,0,0,2,0,0,0,0,0,0,0,0,10824,Zona Central,Centro,,Bin_1,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,480000,100,100,0,0,3,0,0,0,0,0,0,0,0,5896,Zona Sul,Santa Teresa,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,540000,64,64,1,0,2,0,0,0,0,0,0,0,0,9008,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,465000,43,43,1,0,1,1,0,0,0,0,0,0,0,7314,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,500000,62,62,0,0,2,1,0,0,0,0,0,0,0,7954,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,250000,25,25,0,0,1,1,0,0,0,0,0,0,0,4800,Zona Central,Centro,,Bin_1,
0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,24,500000,49,49,1,0,1,1,0,0,0,0,0,0,0,8957,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,101,160000,29,29,0,0,1,1,0,0,0,0,0,0,0,5400,Zona Sul,Santa Teresa,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,260000,23,23,0,0,1,1,0,0,0,0,0,0,0,5628,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,180000,43,43,0,0,2,1,0,0,0,0,0,0,0,5400,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,300000,31,31,0,0,1,1,0,0,0,0,0,0,0,3804,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,4,43,500000,42,42,1,0,1,0,0,0,0,0,0,0,0,6000,Zona Sul,Glória,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,450000,45,45,0,0,1,1,0,0,0,0,0,0,0,6066,Zona Sul,Glória,,Bin_1,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,370000,82,82,0,0,2,0,0,0,0,0,0,0,0,4228,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,550000,60,60,0,0,2,0,1,0,0,0,0,0,0,3676,Zona Sul,Laranjeiras,,Bin_1,
1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,400000,49,49,1,0,1,1,0,0,0,0,0,0,0,12030,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,400000,25,25,0,0,2,1,0,0,0,0,0,0,0,7800,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,480000,48,48,0,0,1,1,1,0,0,0,0,0,0,5830,Zona Sul,Catete,,Bin_1,
1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,450000,50,50,0,0,1,1,0,0,0,0,0,0,0,10938,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,310000,35,35,1,0,1,1,0,0,0,0,0,0,0,6000,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,440000,49,49,0,0,1,1,0,0,0,0,0,0,0,6223,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,250000,32,32,0,0,1,1,0,0,0,0,0,0,0,3288,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,24,460000,46,46,1,0,1,1,0,0,0,0,0,0,0,13384,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,535000,50,50,0,0,2,1,0,0,0,0,0,0,0,9937,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,355000,53,53,0,0,2,1,0,0,0,0,0,0,0,11629,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,510000,69,69,0,0,2,1,0,0,0,0,0,0,0,6841,Zona Sul,Santa Teresa,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,230000,29,29,0,0,1,1,0,0,0,0,0,0,0,4296,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,39,465000,31,31,0,0,1,1,0,0,0,0,0,0,0,7080,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,400000,45,45,0,0,1,1,0,0,0,0,0,0,0,15550,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,380000,38,38,0,0,1,1,0,0,0,0,0,0,0,6864,Zona Sul,Santa Teresa,,Bin_1,
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,550000,65,65,1,0,1,1,1,0,0,0,0,0,0,5900,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,380000,32,32,0,0,1,1,0,0,0,0,0,0,0,5240,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,450000,61,61,0,0,2,0,0,0,0,0,0,0,0,8223,Zona Sul,Santa Teresa,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,390000,45,45,0,0,1,0,0,0,0,0,0,0,0,7992,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,255000,51,51,0,0,1,1,0,0,0,0,0,0,0,7900,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,190000,28,28,0,0,1,1,0,0,0,0,0,0,0,6840,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,170000,32,32,0,0,1,0,0,0,0,0,0,0,0,7200,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,320000,59,59,0,0,1,0,0,0,0,0,0,0,0,7300,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,320000,58,58,0,0,2,1,0,0,0,0,0,0,0,6050,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,499000,37,37,0,0,1,0,0,0,0,0,0,0,0,5547,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,275000,51,51,0,0,1,1,0,0,0,0,0,0,0,5293,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,357000,52,52,1,0,1,0,0,0,0,0,0,0,0,8058,Zona Central,Centro,,Bin_1,
1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,550000,65,65,1,0,2,1,0,0,0,0,0,0,0,8080,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,260000,30,30,1,0,1,1,0,0,0,0,0,0,0,6600,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,101,450000,75,75,0,0,2,0,0,0,0,0,0,0,0,5400,Zona Sul,Santa Teresa,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,4,39,420000,33,33,0,0,1,0,0,0,0,0,0,0,0,10214,Zona Sul,Flamengo,,Bin_1,
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,500000,54,54,0,0,2,0,0,0,0,0,0,0,0,5044,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,550000,64,64,0,0,2,1,1,0,0,0,0,0,0,7501,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,450000,64,64,1,0,2,1,1,0,0,0,0,0,0,11748,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,24,330000,77,77,0,0,2,0,0,0,0,0,0,0,0,4308,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,330000,23,23,0,0,1,1,0,0,0,0,0,0,0,5760,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,43,300000,38,38,0,0,1,0,0,0,0,0,0,0,0,8625,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,400000,46,46,0,0,1,1,1,0,0,0,0,0,0,591,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,101,450000,100,100,0,0,2,0,0,0,0,0,0,0,0,1302960,Zona Sul,Santa Teresa,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,260000,40,40,0,0,1,1,0,0,0,0,0,0,0,4560,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,43,400000,50,50,0,0,2,1,0,0,0,0,0,0,0,6720,Zona Sul,Glória,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,400000,32,32,0,0,1,0,0,0,0,0,0,0,0,5592,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,21,255000,65,65,0,0,2,0,0,0,0,0,0,0,0,4220,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,39,390000,30,30,0,0,1,0,1,0,0,0,0,0,0,7060,Zona Sul,Flamengo,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,24,220000,35,35,0,0,1,1,0,0,0,0,0,0,0,9460,Zona Central,Centro,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,63,525000,54,54,0,0,2,1,0,0,0,0,0,0,0,11950,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,4,63,300000,27,27,0,0,1,1,0,0,0,0,0,0,0,6840,Zona Sul,Laranjeiras,,Bin_1,
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,21,330000,32,32,0,0,1,1,0,0,0,0,0,0,0,5640,Zona Sul,Catete,,Bin_1,
0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,4,21,549000,48,48,1,0,1,1,0,0,0,0,0,0,0,11880,Zona Sul,Catete,,Bin_1,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,24,415000,52,52,1,0,2,1,0,0,0,0,0,0,0,11758,Zona Central,Centro,,Bin_1,
